sido,sigungu,name,address,phone,rooms,coffins,parking,extras,type,map
인천광역시,중구,예지장례식장,"인천광역시 중구 개항로 82.2층예지장례식장 (경동, 예지요양병원)",032-766-6444,3,8,100,식당·매점·주차장·유족대기실,사설(병원),
경상북도,의성군,성제장례식장,"경상북도 의성군 안계면 안계길 200 (용기리, 성제병원)",054-861-4441,2,2,0,주차장,사설(병원),
대구광역시,동구,대구전문장례식장,대구광역시 동구 금호강변로 71 (용계동),053-961-4444,14,16,0,식당·매점·주차장·장애인편의시설,사설(전문),
부산광역시,부산진구,춘해병원장례식장,부산광역시 부산진구 중앙대로 605 (범천동),051-638-0044,1,4,50,식당·주차장·유족대기실,사설(병원),
부산광역시,금정구,동래한서병원장례식장,부산광역시 금정구 중앙대로 1721 (부곡동),051-582-1041,5,6,150,식당·매점·주차장·유족대기실,사설(병원),
경상북도,김천시,김천요양병원장례식장,경상북도 김천시 모암길 3 (용두동),054-433-4446,3,3,40,식당·매점·주차장·유족대기실,사설(병원),
경기도,김포시,뉴고려병원장례식장,경기도 김포시 김포한강3로 283 (장기동),031-998-4415,5,6,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전북특별자치도,군산시,시민장례문화원장례식장,"전북특별자치도 군산시 잠두1길 49,시민장례문화원 (구암동)",063-453-4444,6,8,150,식당·주차장·유족대기실·장애인편의시설,사설(전문),
울산광역시,중구,소다미 동강병원장례식장,"울산광역시 중구 태화로 240지하1,2층 (태화동, 동강병원남관)",052-241-1440,5,10,530,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,진주시,진주시제일병원장례식장,"경상남도 진주시 진주대로 885 (강남동, 제일병원)",055-750-7100,4,8,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,가평군,가평연새장례식장,경기도 가평군 청평면 경춘로 1219 (상천리),031-585-6700,4,8,100,식당·매점·주차장·유족대기실,사설(전문),
전라남도,고흥군,고흥봉황장례식장,전라남도 고흥군 고흥읍 신호산장길 3 (호형리),061-833-4442,3,4,50,식당·주차장·유족대기실,사설(전문),
경기도,화성시,화성함백산장례식장,경기도 화성시 매송면 서해로 2448-32 (숙곡리),031-293-4244,8,18,300,식당·매점·주차장·유족대기실·장애인편의시설,공설(전문),
서울특별시,동대문구,서울특별시 동부병원 장례식장,"서울특별시 동대문구 무학로 124 (용두동, 시립동부병원)",02-920-9445,5,10,157,주차장·유족대기실·장애인편의시설,공설(병원),
대전광역시,동구,쉴낙원 남대전장례식장,대전광역시 동구 산서로1660번길 142 (대별동),042-285-4004,10,10,300,식당·매점·주차장·유족대기실,사설(전문),
경기도,동두천시,동두천장례식장,경기도 동두천시 평화로 2972 (상봉암동),031-861-0044,2,4,45,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,진안군,진안군의료원장례식장,전라북도 진안군 진안읍 진무로 1145 (군상리),063-430-7070,3,6,111,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
충청남도,보령시,남포보령장례식장,충청남도 보령시 남포면 보령남로 391 (옥동리),041-932-0505,4,6,100,식당·매점·주차장·유족대기실,사설(전문),
전북특별자치도,부안군,부안효병원장례식장,전라북도 부안군 행안면 염소로 25 (역리),063-582-3939,4,4,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,논산시,강경장례식장,충청남도 논산시 강경읍 여강로 1293 (채산리),041-745-4401,7,8,0,식당·매점·주차장,사설(전문),
부산광역시,사상구,비이케이더블유 좋은삼선병원지점장례식장,"부산광역시 사상구 가야대로 326 (주례동, 좋은삼선병원)",051-310-9292,5,6,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,포항시 남구,교원예움 포항국화원장례식장,경상북도 포항시 남구 희망대로 644 (대잠동),054-272-4444,9,12,109,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
부산광역시,사하구,서부산시민장례식장,부산광역시 사하구 장림번영로 59 (장림동),051-264-0444,4,4,150,식당·주차장·유족대기실,사설(전문),
충청북도,증평군,증평현대장례식장,충청북도 증평군 증평읍 중부로 2465 (송산리),043-838-0003,3,4,150,주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,당진시,신평장례식장,충청남도 당진시 신평면 말목길 22-33 (금천리),041-363-4446,3,6,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,화성시,화성유일병원장례식장,경기도 화성시 남양읍 남양로920번길 6 (북양리),031-355-4744,4,6,150,식당,사설(병원),
전북특별자치도,정읍시,유림장례식장,"전라북도 정읍시 명덕로 54 (연지동, 유림웨딩홀)",063-534-4444,5,8,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,밀양시,밀양농협장례식장,경상남도 밀양시 북성로7길 66 (내일동),055-355-8525,4,8,30,주차장·장애인편의시설,사설(전문),
대전광역시,서구,대전장례식장,대전광역시 서구 갑천도시고속도로 1895 (월평동),042-522-4444,4,10,0,매점·주차장·유족대기실,사설(전문),
경상북도,영천시,영천참좋은요양병원장례식장,경상북도 영천시 망정1길 32 (망정동),054-338-1024,3,4,0,주차장·유족대기실,사설(병원),
경상북도,경산시,양지요양병원장례식장,경상북도 경산시 경산로 174 (옥산동 793),053-817-9444,4,6,70,식당·주차장·유족대기실,사설(병원),
경상남도,김해시,진영전문장례식장,경상남도 김해시 진영읍 서부로 47 (설창리),055-345-9444,4,6,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,양산시,양산서울요양병원장례식장,"경상남도 양산시 삼성7길 11-14,양산서울요양병원장례식장 (북정동)",055-381-4144,4,8,0,식당·매점·주차장·유족대기실,사설(병원),
전라남도,완도군,노화장례문화센터장례식장,전라남도 완도군 노화읍 노화로 789 (이포리),02-554-0444,0,2,50,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,안양시,샘안양병원장례식장,"경기도 안양시 만안구 삼덕로 9,613-8 (안양동, 안양샘병원)",031-467-9114,6,11,0,식당·매점·주차장·유족대기실,사설(병원),
전북특별자치도,정읍시,정읍아산병원장례식장,전라북도 정읍시 충정로 606-22 (용계동),063-530-6644,5,12,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청북도,청주시 서원구,충북대학교병원장례식장,"충청북도 청주시 서원구 1순환로 776 (개신동, 충북대학교병원)",043-269-6969,5,12,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,안산시,한사랑병원장례문화센타장례식장,경기도 안산시 상록구 광덕1로 345 (이동),031-439-4444,4,6,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,보성군,보성장례식장,전라남도 보성군 보성읍 송재로 289 (보성리),061-853-4404,4,4,70,식당·주차장·유족대기실,사설(전문),
경상북도,구미시,남구미요양병원장례식장,경상북도 구미시 금오대로 378 (오태동),054-716-0044,3,6,200,주차장,사설(병원),
제주특별자치도,제주시,제주그린장례식장,제주특별자치도 제주시 조천읍 함덕남2길 19-10 (함덕리),064-784-4114,2,4,70,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,창녕군,창녕전문장례식장,경상남도 창녕군 창녕읍 창녕대로 120 (탐하리),055-532-4445,4,6,100,주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,진주시,센텀장례식장,경상남도 진주시 진주대로941번길 8 (강남동),055-795-2800,7,10,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,가평군,가평군농협효문화센터장례식장,경기도 가평군 가평읍 경춘로 1775 (상색리),031-581-4442,4,8,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,용인시,용인평온의숲 장례식장,"경기도 용인시 처인구 이동면 평온의숲로 77 (어비리, 용인평온의숲)",031-329-5959,12,14,0,식당·매점·주차장·유족대기실·장애인편의시설,공설(전문),
전라남도,목포시,목포하당장례식장,전라남도 목포시 백년대로231번길 13-1 (상동),061-272-4444,8,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
울산광역시,남구,남구중앙병원장례식장,"울산광역시 남구 문수로480번길 10 (신정동, 중앙병원)",052-260-1006,4,6,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
광주광역시,서구,한국효려장례식장,광주광역시 서구 월드컵4강로 223 (쌍촌동),062-380-3444,4,8,200,식당·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,금정구,부산영락공원장례식장,"부산광역시 금정구 금정도서관로 108 (두구동, 영락공원)",051-790-5000,10,18,118,식당·매점·주차장·유족대기실·장애인편의시설,공설(전문),
경기도,광주시,SRC장례식장,경기도 광주시 초월읍 경수길 25 (지월리),031-760-3644,5,8,90,식당·매점·주차장·유족대기실,사설(전문),
경기도,양평군,별그리다장례식장,"경기도 양평군 양동면 양동금곡1길 331 (삼산리, 양평공원묘원)",031-333-1111,1,1,359,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,거제시,백병원대명아임레디장례식장,"경상남도 거제시 계룡로5길 14 (상동동, 거붕백병원)",055-636-3112,11,20,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
광주광역시,동구,조선대학교병원장례식장,광주광역시 동구 필문대로 365 (서석동),062-220-3352,5,16,300,식당·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,사천시,에스엠 상조온요양병원장례식장,"경상남도 사천시 사천읍 구암두문로 154-28 (구암리, 온요양병원)",055-853-5557,3,6,30,,사설(전문),
전라남도,목포시,세안종합병원장례식장,전라남도 목포시 고하대로 795-2 (연산동),061-276-4444,3,4,100,식당·매점·주차장·유족대기실,사설(병원),
경기도,화성시,원광종합병원장례식장,경기도 화성시 화산북로 21 (송산동),031-226-4444,5,8,80,식당·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,창원시 진해구,세광병원장례식장,"경상남도 창원시 진해구 중원동로 55-1 (중앙동, 진해세광병원)",055-545-4447,4,6,40,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,포천시,관인농협장례식장,경기도 포천시 관인면 창동로 1875 (탄동리),031-533-9086,2,4,100,주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,포항시 북구,경상북도포항의료원 장례식장,"경상북도 포항시 북구 용흥로 36 (용흥동, 포항의료원)",054-245-0444,8,14,250,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
경기도,남양주시,남양주혜성병원장례식장,"경기도 남양주시 경춘로1308번길 4,B1층 (평내동)",031-594-4442,4,6,90,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
강원특별자치도,홍천군,쉴낙원 홍천장례문화원장례식장,강원도 홍천군 홍천읍 설악로 2374 (와동리),033-434-7788,4,6,120,주차장·유족대기실,사설(전문),
전라남도,목포시,목포시삼성장례식장,전라남도 목포시 삼학로 32 (호남동),061-244-2266,5,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,김천시,김천제일병원장례식장,경상북도 김천시 신음1길 12 (신음동),054-433-9444,5,8,0,식당·매점·주차장·유족대기실,사설(병원),
경기도,의정부시,의정부시민장례식장,"경기도 의정부시 호국로 1342.9,10층 (의정부동, 의정부요양병원)",031-840-4444,5,8,70,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
서울특별시,송파구,경찰병원장례식장,"서울특별시 송파구 송이로 123 (가락동, 국립경찰병원)",02-431-4400,7,12,130,식당·매점·주차장·유족대기실,공설(병원),
전라남도,영암군,영암장례식장,"전라남도 영암군 영암읍 낭주로 49-1 (춘양리, 영암장례식장)",061-471-4884,3,4,40,주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,함평군,문장장례식장,전라남도 함평군 해보면 밀재로 1350 (문장리),061-323-7100,3,6,30,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,공주시,신풍장례문화원장례식장,충청남도 공주시 신풍면 차동로 1817-34 (백룡리),041-841-4442,3,4,0,,사설(전문),
경기도,수원시,경기도의료원 수원병원장례식장,경기도 수원시 장안구 수성로245번길 69 (정자동),031-888-0114,6,8,200,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
경기도,파주시,교하장례식장,"경기도 파주시 하지석길 45, B1층 (교하동)",031-944-4449,2,6,40,식당·매점·주차장·유족대기실,사설(병원),
경기도,수원시,동수원장례식장,"경기도 수원시 팔달구 권광로367번길 77, B1층 (우만동, 동수원한방병원)",031-213-1640,3,8,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,동대문구,경희의료원장례식장,"서울특별시 동대문구 경희대로 23,경희의료원장례식장 (회기동, 경희의료원)",02-958-9721,8,18,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,양평군,양수삼성장례식장,"경기도 양평군 양서면 양수로 149-2 (양수리, 양수삼성요양병원)",031-771-4447,2,4,10,주차장·장애인편의시설,사설(병원),
전북특별자치도,익산시,백제장례식장,전라북도 익산시 함열읍 익산대로 1493 (석매리),063-861-5300,6,6,350,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,장흥군,관산정남진장례식장,전라남도 장흥군 관산읍 관산로 133 (남송리),061-867-4400,2,2,60,매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,여수시,여수보람장례식장,전라남도 여수시 소라면 무선로 339 (덕양리),061-684-4444,6,8,350,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
대구광역시,서구,대구연세요양병원장례식장,대구광역시 서구 북비산로 156 (평리동),053-556-8008,2,4,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,양평군,양서농협장례문화원장례식장,경기도 양평군 양서면 두물머리길 24 (양수리),031-771-1900,5,8,50,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,구미시,구미푸른요양병원장례식장,경상북도 구미시 장천면 산호대로 1391 (하장리),054-474-4443,3,6,70,주차장,사설(병원),
충청남도,당진시,당진종합병원장례식장,충청남도 당진시 반촌로 5-15 (시곡동),041-358-4414,6,8,570,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전북특별자치도,고창군,고창우리장례식장,전라북도 고창군 고창읍 녹두로 1313-6 (읍내리),063-564-3322,3,4,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,완도군,완도대성병원장례식장,전라남도 완도군 완도읍 청해진동로 63 (가용리),061-554-4456,4,6,200,식당·매점·주차장·유족대기실,사설(병원),
대구광역시,달서구,허병원장례식장,대구광역시 달서구 학산로 121 (본동),053-522-4300,3,6,200,매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,동대문구,코리아병원장례식장,서울특별시 동대문구 장한로 143 (장안동),02-2244-0330,4,6,10,식당·매점·주차장·유족대기실,사설(병원),
충청북도,음성군,음성군농협연합장례식장,충청북도 음성군 금왕읍 대금로1278번길 32 (오선리),043-883-4444,5,8,120,식당·매점·주차장,사설(전문),
경상남도,남해군,남해전문장례식장,경상남도 남해군 남해읍 남해대로 2629-4 (입현리),055-863-1024,3,6,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,나주시,빛가람종합병원장례식장,전라남도 나주시 정보화길 49 (빛가람동),061-820-0844,4,8,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,사하구,중앙U병원장례식장,부산광역시 사하구 감천로 59 (감천동),051-201-0468,4,8,80,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,부천시,다니엘병원장례식장,경기도 부천시 원미구 중동로 361 (약대동),032-678-4242,4,15,0,주차장,사설(전문),
경상북도,영주시,영주시현대장례식장,"경상북도 영주시 가흥공단로 11 (상줄동, 소망장례식장)",054-634-4400,2,4,0,식당·매점·주차장,사설(전문),
충청북도,청주시 서원구,하나장례식장,충청북도 청주시 서원구 대림로 431 (죽림동),043-270-8400,7,8,0,식당·매점·주차장,사설(전문),
서울특별시,강동구,한국보훈복지의료공단중앙보훈병원장례식장,"서울특별시 강동구 진황도로61길 53 (둔촌동, 중앙보훈병원)",02-2225-1004,13,18,100,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
대전광역시,서구,나진장례식장,대전광역시 서구 갈마로 122 (괴정동),042-520-6690,5,8,200,식당·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,종로구,서울대학교병원장례식장,"서울특별시 종로구 대학로 101,서울대학교병원 (연건동)",02-2072-2020,13,24,0,식당·매점·주차장·유족대기실,사설(병원),
경기도,이천시,하늘공원장례식장,"경기도 이천시 대월면 경충대로 1557 (장평리, 하늘공원장례식장)",031-636-3900,4,10,130,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,서천군,서천군참사랑장례식장,충청남도 서천군 장항읍 장항로91번길 40 (화천리),041-956-3344,3,4,200,주차장,사설(병원),
울산광역시,남구,국민요양병원장례식장,울산광역시 남구 번영로 15 (야음동),052-269-0119,3,6,50,식당·매점·주차장·유족대기실,사설(병원),
경상남도,김해시,교원예움 김해장례식장,경상남도 김해시 삼안로8번길 24 (지내동),055-331-4444,6,8,100,식당·매점·주차장·유족대기실,사설(전문),
세종특별자치시,세종특별자치시,조치원장례식장,세종특별자치시   연서면 당산로 494-8 (월하리),044-866-4800,5,8,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
인천광역시,남동구,길병원장례식장,"인천광역시 남동구 인주대로653번길 56 (구월동, 길병원장례식장)",032-460-3444,10,18,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,성주군,성주전문장례식장,"경상북도 성주군 성주읍 주산로 83 (삼산리, 성주전문장례식장)",054-933-0444,2,4,200,식당·주차장·유족대기실,사설(전문),
경기도,이천시,경기도의료원 이천병원장례식장,경기도 이천시 경충대로 2742 (관고동),031-630-4444,8,16,0,식당·매점·주차장·장애인편의시설,공설(병원),
제주특별자치도,제주시,하귀농협장례식장,제주특별자치도 제주시 애월읍 애조로 405 (광령리),064-798-8800,5,10,400,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,창녕군,경남요양병원장례식장,경상남도 창녕군 남지읍 남지중앙로 45 (남지리),055-526-2575,3,4,50,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,양주시,큰길장례문화원장례식장,경기도 양주시 광적면 부흥로 955-13(가납리),031-872-4444,4,6,100,주차장,사설(전문),
광주광역시,광산구,베스트 장례문화원장례식장,"광주광역시 광산구 상무대로 509 (우산동, 아름다운컨벤션)",062-454-1000,0,0,0,,사설,
울산광역시,중구,세민병원장례식장,"울산광역시 중구 학성로 184,B1층 (학성동, 울산세민병원)",052-293-4445,4,6,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,김해시,갑을장유병원장례식장,경상남도 김해시 장유로 167-13 (부곡동),055-314-5533,5,8,0,,사설(병원),
경기도,의정부시,연세장례식장,"경기도 의정부시 호국로 1342 지하1층,2층 (의정부동)",031-848-4545,4,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
강원특별자치도,횡성군,대성장례센터장례식장,"강원특별자치도 횡성군 횡성읍 횡성로 273 (입석리, 장례식장)",033-343-1444,4,4,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,해운대구,해운대구성심장례식장,"부산광역시 해운대구 좌동순환로 462 (중동, 성심병원)",051-747-5600,2,4,60,매점·주차장·유족대기실,사설(병원),
전북특별자치도,전주시 완산구,전주시민장례문화원장례식장,전라북도 전주시 완산구 유연로 27 (효자동3가),063-263-4444,8,12,234,주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,의성군,의성제일장례식장,경상북도 의성군 의성읍 홍술로 94 (원당리),054-834-4300,3,4,85,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,진주시,진주시민장례식장 휴드림,"경상남도 진주시 문산읍 문산순환로 13 (소문리, 진주시민장례식장)",055-762-4444,8,16,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,전주시 덕진구,전주시 덕진구금성장례식장,전라북도 전주시 덕진구 가리내로 670 (송천동2가),063-276-4444,7,8,0,주차장·유족대기실,사설(전문),
부산광역시,부산진구,수요양병원장례식장,"부산광역시 부산진구 동평로 401,지하1층,지하2층 (양정동)",051-853-1024,6,10,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,홍성군,장곡농협홍주장례식장,충청남도 홍성군 구항면 충서로966번길 32 (청광리),041-634-4444,5,8,0,식당·매점·주차장,사설(전문),
충청북도,음성군,감곡장례식장,충청북도 음성군 감곡면 음성로 2512 (오향리),043-882-4444,4,6,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,칠곡군,왜관병원장례식장,"경상북도 칠곡군 왜관읍 군청2길 10 (왜관리, 왜관병원)",054-976-4446,2,4,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
강원특별자치도,홍천군,홍천군장례식장,강원도 홍천군 홍천읍 느리울길 70 (하오안리),033-436-1919,5,8,100,식당·주차장,공설(전문),
경기도,성남시,성남중앙병원장례식장,경기도 성남시 중원구 산성대로476번길 12 (금광동),031-799-5200,8,13,0,식당·매점·주차장·유족대기실,사설(병원),
경기도,화성시,하늘가장례식장,경기도 화성시 향남읍 발안로 322 (관리),031-366-4444,4,8,100,매점·주차장·유족대기실·장애인편의시설,사설(전문),
인천광역시,서구,보람인천장례식장,인천광역시 서구 경명대로 468 (경서동),032-568-4000,5,10,100,식당·매점·주차장·유족대기실,사설(전문),
부산광역시,사하구,경희병원장례식장,부산광역시 사하구 다대로 321 (장림동),051-266-4111,2,6,60,식당·매점·주차장,사설(병원),
대구광역시,동구,현대S바른병원장례식장,대구광역시 동구 해동로 119 (입석동),053-984-1414,5,6,60,식당·주차장·유족대기실·장애인편의시설,사설(병원),
대구광역시,남구,대구가톨릭대학교의료원 장례식장,"대구광역시 남구 두류공원로17길 33 (대명동, 대구가톨릭의과대학병원)",053-650-4444,11,22,1289,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,성남시,분당서울대학교병원 장례식장,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대병원)",031-787-1500,12,20,0,식당·매점·주차장·유족대기실,사설(병원),
경기도,광명시,중앙대학교광명병원장례식장,"경기도 광명시 덕안로 110, 중앙대학교 광명병원 B2층 (일직동)",02-2610-9472,8,18,746,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,영덕군,영덕전문장례식장,경상북도 영덕군 영덕읍 하저길 20 (우곡리),054-734-6800,4,6,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
서울특별시,서초구,서울성모장례식장,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정)",02-2258-5940,17,32,0,식당·매점·주차장·유족대기실,사설(병원),
울산광역시,울주군,서울산국화원장례식장,울산광역시 울주군 삼남면 중평로 53 (교동리),052-254-0444,5,6,150,매점·주차장·유족대기실·장애인편의시설,사설(병원),
대구광역시,달서구,남대구전문장례식장,대구광역시 달서구 성서공단로 315 (장동),053-584-4444,10,16,300,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,목포시,삼목장례프리드장례식장,전라남도 목포시 청호로220번길 17 (산정동),061-274-4441,5,6,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
강원특별자치도,춘천시,춘천시민장례식장,"강원특별자치도 춘천시 영서로 2970 (사농동, 강원도새마을회관)",033-244-4044,6,10,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,무안군,대성장례식장,전라남도 무안군 삼향읍 국사로 5-9 (맥포리),061-247-4444,3,4,100,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,군포시,지샘병원장례식장,경기도 군포시 군포로 591 (당동),031-389-3000,4,8,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,사천시,한마음병원장례식장,"경상남도 사천시 향촌4길 127 (향촌동, 한마음병원)",055-835-2410,2,6,0,매점·주차장,사설(병원),
충청남도,아산시,아산충무병원 국화원장례식장,충청남도 아산시 문화로 381 (모종동),041-548-7444,4,6,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,영천시,영천국화원전문장례식장,경상북도 영천시 오수1길 18 (오수동),054-331-4444,5,8,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
대구광역시,남구,앤드요양병원 부설 앤드효백화원장례식장,대구광역시 남구 중앙대로 227 (대명동),053-624-4444,4,6,70,주차장,사설(병원),
전북특별자치도,고창군,고인돌장례식장,"전라북도 고창군 고창읍 녹두로 1295(읍내리, 고인돌장례식장)",063-562-3223,3,4,100,매점·주차장·유족대기실,사설(전문),
강원특별자치도,강릉시,더원실업 우란장례식장,강원도 강릉시 옥가로 30 (옥천동),033-649-0135,3,4,150,식당·주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,제천시,송학주천장례식장,충청북도 제천시 송학주천로 97-1 (고암동),043-653-4444,3,8,500,식당·매점·주차장·유족대기실,사설(전문),
충청남도,천안시 서북구,천안장례식장,충청남도 천안시 서북구 성거읍 모전1길 213 (모전리),041-585-4000,6,10,400,식당·매점·주차장,사설(전문),
전북특별자치도,정읍시,정읍장례식장,전라북도 정읍시 고부면 영원로 222-15 (만수리),063-536-4441,4,8,180,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,포항시 남구,포항성모병원장례식장,"경상북도 포항시 남구 대잠동길 17 (대잠동,포항성모병원)",054-260-8048,4,10,900,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,성주군,명경채요양병원부설예지원장례식장,경상북도 성주군 성주읍 성주순환로 277 (성산리),054-931-3300,0,0,0,,사설,
전라남도,완도군,완도장례식장,전라남도 완도군 완도읍 장보고대로 15 (가용리),061-552-4444,3,4,0,,사설(전문),
경상북도,구미시,구미강동병원장례식장,"경상북도 구미시 인동20길 46 지하1층 (진평동, 구미강동병원)",054-473-9650,5,8,0,식당·주차장·유족대기실,사설(병원),
경기도,평택시,평택이편안장례문화원장례식장,"경기도 평택시 안중읍 서동대로 1831-16 (금곡리, 평택의료시설)",031-681-0444,3,6,120,식당·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,봉화군,해성장례식장,경상북도 봉화군 봉화읍 보밑길 3 (내성리),054-674-0015,4,6,0,,사설(병원),
충청남도,보령시,웅천장례식장,충청남도 보령시 웅천읍 충서로 1141 (두룡리),041-931-3444,4,4,150,주차장·유족대기실,사설(전문),
전북특별자치도,군산시,대명아임레디군산중앙장례식장,전라북도 군산시 공단대로 153 (미장동),063-442-4444,5,8,121,매점·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,부안군,부안호남장례식장,전라북도 부안군 행안면 부안로 2563 (신기리),063-581-1004,4,6,300,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,창녕군,영산요양병원장례식장,경상남도 창녕군 영산면 영산도천로 430 (죽사리),055-536-9090,4,4,100,주차장,사설(병원),
대구광역시,달서구,계명대학교동산병원백합원장례식장,"대구광역시 달서구 달구벌대로 1035 (신당동, 계명대학교동산병원)",053-258-4444,8,18,1016,식당·매점·주차장,사설(병원),
전라남도,나주시,나주한국병원장례식장,전라남도 나주시 동점문길 7 (성북동),061-334-4111,2,4,50,주차장·유족대기실,사설(병원),
경상남도,창원시 의창구,창원한마음병원장례식장,"경상남도 창원시 의창구 용동로57번길 8 (사림동, 창원한마음병원)",055-225-1200,6,8,1000,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,여주시,가남베스트장례식장,경기도 여주시 가남읍 경충대로961번길 2-15 (은봉리),031-882-1024,4,4,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전북특별자치도,전주시 덕진구,삼성장례문화원장례식장,전라북도 전주시 덕진구 동부대로 937 (호성동2가),063-247-1003,7,10,250,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
